Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0009061~anaerobic respiration	5	1.773049645390071	0.006549975539121171	NRFA, FDNG, FDNI, FDNH, FDHD/MOBA-2	142	12	2078	6.097417840375588	0.5799748717958282	0.5799748717958282	7.386620919730113
GOTERM_CC_DIRECT	GO:0019012~virion	3	1.0638297872340425	0.011661660800568173	TSSE, GSU0975, GSU0986	103	3	1594	15.475728155339807	0.19978403716842574	0.07159870657081091	8.415774974613278
INTERPRO	IPR001763:Rhodanese-like domain	5	1.773049645390071	0.011733721981931287	GSU0398, GSU2940, GSU2518, GSU2516, GSU2309	236	12	2944	5.19774011299435	0.9951801073970534	0.8310807593480317	15.427106700455806
COG_ONTOLOGY	Inorganic ion transport and metabolism	8	2.8368794326241136	0.01214214620059629	GSU0830, GSU2940, GSU1538, GSU1204, GSU2516, GSU2135, CCPA, GSU2950	57	31	652	2.9518958687040175	0.21677031411031222	0.21677031411031222	8.878692272305578
GOTERM_MF_DIRECT	GO:0008863~formate dehydrogenase (NAD+) activity	3	1.0638297872340425	0.015946479014636118	FDNG, FDNH, FDHD/MOBA-2	176	3	2334	13.261363636363637	0.8929462153745552	0.6728092534538227	17.256972496445687
UP_KEYWORDS	Electron transport	7	2.4822695035460995	0.015969338563265306	GSU0702, OMCN, NRFA, GSU2899, GSU2937, GSU3228, GLCF-2	281	26	3430	3.2863399945250475	0.7867796950380388	0.4025849119928432	16.247595010292194
INTERPRO	IPR013017:NHL repeat, subgroup	4	1.4184397163120568	0.02080253769226159	GSU0989, GSU1788, GSU2914, GSU3222	236	8	2944	6.237288135593221	0.9999252921503387	0.9070302722810194	25.80154301663188
GOTERM_MF_DIRECT	GO:0046873~metal ion transmembrane transporter activity	4	1.4184397163120568	0.02484326352694524	GSU0829, GSU0830, GSU2136, GSU2135	176	9	2334	5.8939393939393945	0.9697068029368338	0.6882677721298522	25.655101398856296
GOTERM_BP_DIRECT	GO:0015976~carbon utilization	3	1.0638297872340425	0.025053269725762894	GSU1442, GLCD-2, CAN-2	142	4	2078	10.975352112676056	0.9648862593034923	0.8126133924302279	25.641902629680512
GOTERM_BP_DIRECT	GO:0055114~oxidation-reduction process	8	2.8368794326241136	0.02620540942544667	GSU0702, OMCN, GSU2899, GSU0705, GSU2937, GSU3228, GSU2890, EHRB	142	44	2078	2.6606914212548016	0.9699606024830782	0.6891407897422543	26.661552214215888
KEGG_PATHWAY	gsu00030:Pentose phosphate pathway	4	1.4184397163120568	0.02905357890599223	GSU0818, PGI, PFK-2, TKLB	50	14	979	5.594285714285714	0.7423784420098707	0.28756450202905015	24.321572923909194
SMART	SM00450:RHOD	4	1.4184397163120568	0.03649813257458923	GSU0398, GSU2940, GSU2516, GSU2309	58	11	809	5.072100313479624	0.797856346284197	0.797856346284197	29.249059059972215
KEGG_PATHWAY	gsu00630:Glyoxylate and dicarboxylate metabolism	5	1.773049645390071	0.0366770019491192	FDNG, LPDA-2, FDNH, GLCD-2, GLCF-2	50	26	979	3.7653846153846158	0.8207295469165633	0.29090937551321105	29.7550069598837
INTERPRO	IPR011042:Six-bladed beta-propeller, TolB-like	4	1.4184397163120568	0.039569334718269865	GSU0989, GSU1788, GSU2914, GSU3222	236	10	2944	4.989830508474577	0.999999988124821	0.974002712788164	43.62476831481937
UP_KEYWORDS	Heme	7	2.4822695035460995	0.04758673520198296	GSU0702, OMCN, NRFA, GSU2899, GSU2937, GSU3228, CCPA	281	33	3430	2.5892375714439773	0.9907265400173153	0.6896795112825254	41.55006494309438
UP_KEYWORDS	Iron	16	5.673758865248227	0.04790364063733844	GSU0702, NRFA, GSU2899, MQNC-1, FDNG, GSU2937, FDNH, CCPA, GSU1408, OMCN, NIFH, NIFD, GSU3228, NFNB, GSU0884, GLCF-2	281	116	3430	1.683642164682783	0.991018128614188	0.6103511790837775	41.76391464800746
GOTERM_BP_DIRECT	GO:0030001~metal ion transport	4	1.4184397163120568	0.06409214245502781	GSU0829, GSU0830, GSU2136, GSU2135	142	14	2078	4.181086519114689	0.9998404971901106	0.8876192090061045	53.859235484101475
SMART	SM00304:HAMP	9	3.1914893617021276	0.06608685703768785	MCP40H-8, MCP40H-7, GSU2622, GSU1443, GSU0591, MCP40H-11, GSU2947, MCP40H-12, GSU0599	58	63	809	1.9926108374384237	0.9471336955442694	0.770073262851554	47.073557468113925
INTERPRO	IPR003961:Fibronectin, type III	3	1.0638297872340425	0.07680680891219932	GSU0754, OMCN, GSU0157	236	6	2944	6.237288135593221	0.9999999999999998	0.9975712919120523	67.84154868579945
GOTERM_MF_DIRECT	GO:0005198~structural molecule activity	5	1.773049645390071	0.08815163235593622	TSSE, GSU0976, GSU0975, GSU0986, GSU0979	176	23	2334	2.8829051383399205	0.9999973131410221	0.9595134082750867	66.29289817523596
GOTERM_MF_DIRECT	GO:0020037~heme binding	7	2.4822695035460995	0.0897259568328762	NRFA, GSU2887, GSU1538, GSU0705, GSU2513, CCPA, GSU2890	176	42	2334	2.2102272727272725	0.9999978868512139	0.9267199064087381	66.97234096582518
GOTERM_MF_DIRECT	GO:0016831~carboxy-lyase activity	3	1.0638297872340425	0.09142494857749411	GSU2004, NSPC, GSU1313	176	7	2334	5.683441558441558	0.9999983701327974	0.8915177451922235	67.69150791501085
